date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:27:07	345/345	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2004%20Dec%202018%2012:57:06%20GMT	http://www.armaanfarshori.xyz/robots.txt		(from )
18:27:07	17672/17672	---M--	200	added ('OK')	text/html	etag:%227da1a6465bd3e7f91ef703e01f75e2cf%22	http://www.armaanfarshori.xyz/	C:/My%20Web%20Sites/website%20copier/www.armaanfarshori.xyz/index.html	(from )
18:27:08	20000/20000	---M--	200	added ('OK')	text/css	etag:%2231afbc24c57b25007780f5901c4ee61a%22	http://www.armaanfarshori.xyz/css/default.css	C:/My%20Web%20Sites/website%20copier/www.armaanfarshori.xyz/css/default.css	(from http://www.armaanfarshori.xyz/)
18:27:08	22881/22881	---M--	200	added ('OK')	text/css	etag:%2227ee54bed5a56532392b68db78a2a776%22	http://www.armaanfarshori.xyz/css/layout.css	C:/My%20Web%20Sites/website%20copier/www.armaanfarshori.xyz/css/layout.css	(from http://www.armaanfarshori.xyz/)
18:27:09	10031/10031	---M--	200	added ('OK')	text/css	etag:%22d0881d5de51a84d6ad642542ceea08e3%22	http://www.armaanfarshori.xyz/css/media-queries.css	C:/My%20Web%20Sites/website%20copier/www.armaanfarshori.xyz/css/media-queries.css	(from http://www.armaanfarshori.xyz/)
18:27:09	8155/8155	---M--	200	added ('OK')	text/css	etag:%2255f48858444be5b0ce7d76db441468b9%22	http://www.armaanfarshori.xyz/css/magnific-popup.css	C:/My%20Web%20Sites/website%20copier/www.armaanfarshori.xyz/css/magnific-popup.css	(from http://www.armaanfarshori.xyz/)
18:27:10	15243/15243	---M--	200	added ('OK')	application/javascript	etag:%221308a08e0cfd9cb03a5419f787f9faaa%22	http://www.armaanfarshori.xyz/js/modernizr.js	C:/My%20Web%20Sites/website%20copier/www.armaanfarshori.xyz/js/modernizr.js	(from http://www.armaanfarshori.xyz/)
18:27:10	1109/1109	---M--	200	added ('OK')	image/png	etag:%227654bf66a0e87d112c6bd41c4e428899%22	http://www.armaanfarshori.xyz/abc.png	C:/My%20Web%20Sites/website%20copier/www.armaanfarshori.xyz/abc.png	(from http://www.armaanfarshori.xyz/)
18:27:22	75858/75858	---M--	200	added ('OK')	application/pdf	etag:%223b867aa0d33454639555a34238b9c442%22	http://www.armaanfarshori.xyz/cv/armaancv.pdf	C:/My%20Web%20Sites/website%20copier/www.armaanfarshori.xyz/cv/armaancv.pdf	(from http://www.armaanfarshori.xyz/)
18:27:24	75261/75261	---M--	200	added ('OK')	image/jpeg	etag:%22de06f5d908fc33bb083d947ca23d0a7f%22	http://www.armaanfarshori.xyz/images/portfolio/coffee.jpg	C:/My%20Web%20Sites/website%20copier/www.armaanfarshori.xyz/images/portfolio/coffee.jpg	(from http://www.armaanfarshori.xyz/)
18:27:26	86949/86949	---M--	200	added ('OK')	image/jpeg	etag:%22c6e58cc988e86f8f7f345ee52ab5f3e8%22	http://www.armaanfarshori.xyz/images/portfolio/amity.jpg	C:/My%20Web%20Sites/website%20copier/www.armaanfarshori.xyz/images/portfolio/amity.jpg	(from http://www.armaanfarshori.xyz/)
